Language,DishID,DishName,Category,Price,Ingredients,Description
Vietnamese,40e04d25-8dc3-4bad-83be-ec12c67a239d,Gỏi bưởi tôm sú kiểu miền Tây,Khai vị,95.000₫,"Bưởi, tôm sú, rau răm, hành tím, đậu phộng","Gỏi chua ngọt thanh mát, tôm sú giòn ngọt, thơm rau răm."
Vietnamese,640cebba-38be-419b-bec4-d45fef6532d5,Súp gà nấm đông trùng hạ thảo,Súp,120.000₫,"Gà xé, nấm hương, đông trùng hạ thảo, trứng cút, bắp","Súp sánh nhẹ, thơm ngọt tự nhiên, bổ dưỡng và ấm bụng."
Vietnamese,13a8935e-433c-4403-a9f1-75bf86ba7b3b,Súp bào ngư bí đỏ,Súp,165.000₫,"Bào ngư, bí đỏ, kem tươi, hành tây, bơ","Súp kem bí đỏ béo mượt, bào ngư giòn ngọt sang vị."
Vietnamese,ae5fd96e-1e34-444f-bf24-4c733c3770c4,Khoai lang chiên giòn lắc muối ớt,Món phụ,55.000₫,"Khoai lang, bột chiên, muối ớt, đường","Khoai giòn ngoài mềm trong, vị mặn ngọt cay nhẹ kích thích."
Vietnamese,bf3aa0f4-5f4a-4372-ae9b-7aca069d349a,Bánh hỏi lòng heo Phú Yên,Món chính,98.000₫,"Bánh hỏi, lòng heo, hành phi, rau sống, nước mắm tỏi ớt","Bánh hỏi tơi mềm, lòng sạch giòn, chấm mắm tỏi ớt đậm vị miền Trung."
Vietnamese,718aaad0-3365-4300-874c-a0800e0d0cdc,Gỏi cuốn tôm thịt sốt mè rang,Khai vị,65.000₫,"Tôm, Thịt ba chỉ, Bún tươi, Rau sống, Bánh tráng, Mè rang","Cuốn mát lành, chấm sốt mè béo thơm kiểu nhà hàng."
Vietnamese,ce7070ae-c091-4f50-a7d1-92a74b0d9ec9,Cơm lam Tây Bắc muối vừng,Món phụ,45.000₫,"Gạo nếp, Ống tre, Lá chuối, Muối, Vừng rang","Cơm nếp dẻo thơm mùi tre, chấm muối vừng bùi."
Vietnamese,ed6faca3-965f-4eca-8e4b-f37387eeb902,Gà nướng mắc khén kèm xôi nếp nương,Món chính,195.000₫,"Gà ta, Mắc khén, Hạt dổi, Sả, Xôi nếp nương","Gà nướng thơm nồng gia vị núi rừng, ăn cùng xôi dẻo."
Vietnamese,27c9a027-d4de-4d02-9e0c-345d16ab9ea4,Hàu nướng mỡ hành phô mai,Khai vị,120.000₫,"Hàu sữa, Mỡ hành, Phô mai, Đậu phộng, Hành lá","Hàu béo ngọt, mỡ hành thơm và lớp phô mai tan chảy."
Vietnamese,e72d548c-cb94-453a-8b5b-c9b71c7ec4cb,Cháo nghêu lá dứa,Súp,75.000₫,"Nghêu, Gạo tẻ, Lá dứa, Gừng, Hành lá, Tiêu","Cháo thơm dịu lá dứa, nghêu ngọt nước, ấm bụng."
Vietnamese,35aad3cd-5f33-412c-b80a-e8d7a5b8ff3e,Salad hoa chuối tôm nướng,Khai vị,95.000₫,"Hoa chuối, Tôm, Rau thơm, Đậu phộng, Nước mắm, Chanh","Giòn mát, tôm nướng thơm, trộn chua ngọt cân bằng."
Vietnamese,2fdd598f-6f4d-40b1-a205-8891deccac7f,Chả tôm nướng than,Khai vị,110.000₫,"Tôm, Mỡ heo, Tỏi, Hành tím, Bánh phở cuốn, Rau sống","Chả tôm đậm vị, nướng thơm, ăn kèm rau và bánh cuốn."
Vietnamese,b6acbf82-3ec3-41d4-aa94-ce96ed3be9af,Bánh hỏi lòng heo,Món phụ,95.000₫,"Bánh hỏi, Lòng heo, Hành phi, Rau sống, Nước mắm","Bánh hỏi mềm tơi, lòng sạch thơm, chấm mắm đậm vị."
Vietnamese,5531fe9c-bd04-4354-b1e3-7e7e9278a89b,Bò né chảo gang sốt tiêu đen,Món chính,155.000₫,"Thịt bò, pate, trứng, hành tây, khoai tây, sốt tiêu đen, bánh mì","Bò áp chảo xèo xèo, sốt tiêu đen sánh, ăn kèm bánh mì nóng giòn."
Vietnamese,b8895b27-221a-41af-9f9b-33270d453ee8,Gà nướng lá chanh kèm muối ớt xanh,Món chính,245.000₫,"Gà ta, lá chanh, sả, tỏi, mật ong, muối ớt xanh, rau răm","Gà nướng da giòn thịt mềm, thơm lá chanh, chấm muối ớt xanh tê cay."
Vietnamese,6653e6fa-2202-4b38-8aa6-a73d4d1566dc,Dưa món củ kiệu chua ngọt,Món phụ,35.000₫,"Củ kiệu, cà rốt, đu đủ, giấm, đường, muối","Chua ngọt nhẹ, giòn thơm, giúp cân vị món chiên nướng."
Vietnamese,02101077-2ab6-4283-b8f1-f0708fb1bca3,Súp gà nấm tuyết,Súp,75.000₫,"Thịt gà xé, nấm tuyết, bắp non, trứng, hành ngò, tiêu","Súp nhẹ nhàng, mát cổ họng, thơm tiêu và hành ngò."
Vietnamese,be93dbcb-c52a-4ff2-84d6-de1c33b6dc76,Cơm lam gà sa lửa,Món chính,185.000₫,"Gạo nếp, ống tre, gà ta, muối hạt, lá chanh","Cơm lam dẻo thơm mùi tre, ăn cùng gà nướng sa lửa mằn mặn hấp dẫn."
Vietnamese,66141e05-eb0d-47e3-92c4-8ef66cf1b59d,Trà sen Hồ Tây,Đồ uống,55.000₫,"Trà xanh, hương sen, hạt sen, mật ong","Trà thơm thanh hương sen, uống ấm hoặc lạnh, hậu vị dịu và thư thái."
Vietnamese,879776e1-603d-4bf1-b701-982d011444c6,Bánh canh ghẹ Nha Trang,Món chính,135.000₫,"Ghẹ, bánh canh, nước dùng xương, hành lá, tiêu, chả cá","Nước dùng ngọt hải sản, ghẹ chắc thịt, bánh canh mềm vừa."
Vietnamese,0da451e4-48a6-400e-809f-812be635062b,Chè khúc bạch nhãn,Tráng miệng,55.000₫,"Khúc bạch, nhãn, hạnh nhân lát, nước đường, đá","Mát lạnh, thơm sữa, điểm hạnh nhân giòn bùi."
Vietnamese,ee822bcf-6027-4865-b8f4-bb3550207397,Khoai lang kén Hải Phòng,Món phụ,55.000₫,"Khoai lang, Bột nếp, Dừa nạo, Đường, Vừng","Viên khoai chiên giòn bên ngoài, dẻo thơm bên trong, ngọt dịu."
Vietnamese,c88b6143-8f13-4a2b-9da7-f79ab8ea8443,Súp gà xé ngô non,Súp,70.000₫,"Gà, ngô non, nấm hương, trứng, bột năng, tiêu, ngò","Vị ngọt thanh từ gà và ngô, sánh mịn, thơm nấm hương."
Vietnamese,bdc0b7c7-6419-4509-88f2-73bfa9bb665b,Mì Quảng gà Tam Kỳ,Món chính,95.000₫,"Mì Quảng, gà, đậu phộng, bánh tráng, rau sống, nghệ, hành","Sợi mì vàng nghệ, nước nhân sệt, gà thấm vị, ăn kèm bánh tráng giòn."
Vietnamese,4e41d814-0590-4866-ab8b-05f26210ca3d,Cá kho tộ tôm khô miền Nam,Món chính,140.000₫,"Cá basa, tôm khô, nước mắm, tiêu, hành, ớt, nước màu","Kho trong niêu đất sánh kẹo, vị mặn ngọt hài hòa, thơm tiêu."
Vietnamese,7afa6ee5-84c8-4c27-aaf9-0485ad1b8f55,Trà sen vàng Long An,Đồ uống,50.000₫,"Trà, hạt sen, mật ong, đường phèn, đá","Trà thơm dịu, hạt sen bùi, hậu ngọt thanh mát."
Vietnamese,5b9e5028-eab8-4bac-aca2-b9e6ae85beeb,Chả cá thác lác chiên thì là,Khai vị,85.000₫,"Cá thác lác quết, Thì là, Hành lá, Tiêu, Nước mắm","Miếng chả dai thơm, chiên vàng giòn cạnh, dậy mùi thì là và tiêu."
Vietnamese,2119b194-63ba-4df9-a9c9-8f081696410a,Xôi xoài kiểu nhiệt đới,Tráng miệng,65.000₫,"Nếp, Xoài chín, Nước cốt dừa, Đường, Muối, Mè rang","Xôi dẻo thơm cốt dừa, xoài chín ngọt mát, rắc mè rang bùi."
Vietnamese,e30338e2-3013-4435-b322-d212c448a1b6,Bánh pía Sóc Trăng mini,Tráng miệng,50.000₫,"Đậu xanh, sầu riêng, trứng muối, bột mì, đường","Vỏ nhiều lớp thơm, nhân đậu xanh sầu riêng béo ngậy, mằn mặn trứng muối."
Vietnamese,1868d0a1-415b-4471-b6d8-dc2e27d8167b,Súp sườn non hầm táo đỏ,Súp,75.000₫,"Sườn non, táo đỏ, kỷ tử, gừng, hành lá, tiêu","Nước súp trong, thơm gừng, sườn mềm ngọt, vị thanh bổ dưỡng."
Vietnamese,2179a41e-9784-4ff0-b698-e38fbb20783a,Gà ủ muối hoa tiêu,Món chính,220.000₫,"Gà ta, Muối hạt, Hoa tiêu, Sả, Lá chanh","Gà chín mềm, thơm tiêu và lá chanh, da vàng bóng hấp dẫn."
Vietnamese,945c5753-7e62-4f29-93af-1347fbe083d5,Miến gà nấm hương,Súp,75.000₫,"Miến dong, Thịt gà, Nấm hương, Hành lá, Gừng","Tô miến thanh nhẹ, thơm nấm hương và gừng, hợp dùng nóng."
Vietnamese,05fd5907-30aa-415d-9b65-a484a602bd56,Bò nướng ống tre Tây Nguyên,Món chính,230.000₫,"Thịt bò, sả, ớt, tiêu rừng, lá rừng, ống tre","Bò ướp sả tiêu rừng, nướng trong ống tre thơm khói, vị núi rừng rõ nét."
Vietnamese,683cf021-0805-4773-bfd0-a48e7e4b19e7,Cánh gà chiên nước mắm tỏi,Món phụ,85.000₫,"Cánh gà, nước mắm, tỏi, đường, tiêu","Cánh gà giòn áo sốt mắm tỏi mặn ngọt, thơm nức."
Vietnamese,87e30c12-068f-4fe4-a71c-04803670b928,Bánh pía sầu riêng Sóc Trăng (phục vụ nóng),Tráng miệng,60.000₫,"Bột mì, sầu riêng, đậu xanh, trứng muối, đường","Bánh nhiều lớp thơm sầu riêng, nhân đậu xanh mịn, dùng nóng càng dậy mùi."
Vietnamese,12225b94-d9ea-492f-a9df-77e0cc24ea8a,Trà sen vàng ướp bông sen,Đồ uống,50.000₫,"Trà xanh, bông sen, mật ong, đá","Trà thơm hương sen thanh tao, ngọt nhẹ, uống mát và dễ chịu."
Vietnamese,9218512a-a5bc-4863-962f-dac533a0a9aa,Nộm hoa chuối Tây Bắc,Khai vị,65.000₫,"Hoa chuối, Thịt gà xé, Lạc rang, Rau thơm, Chanh, Ớt","Giòn mát, chua cay nhẹ, thơm lạc rang và rau rừng."
Vietnamese,8a66f51a-b3b3-4292-9c19-2d92c6090fcd,Bò nướng lá lốt Nam Trung Bộ,Món chính,110.000₫,"Thịt bò xay, Lá lốt, Sả, Tỏi, Đậu phộng, Bún, Rau sống","Cuốn lá lốt thơm nức, thịt bò đậm vị, chấm mắm nêm hấp dẫn."
Vietnamese,9c2850bc-863d-4572-a0d5-55d70f95bd8e,Gỏi xoài cá trích Phú Quốc,Khai vị,95.000₫,"Cá trích, Xoài xanh, Hành tím, Dừa nạo, Rau thơm, Nước mắm","Vị chua giòn của xoài quyện cá trích tươi và dừa bùi, đậm chất biển đảo."
Vietnamese,18e3a25c-12c1-4290-a647-b028d48acf26,Vịt quay Lạng Sơn,Món chính,240.000₫,"Vịt, Mật ong, Mắc mật, Hành tỏi, Ngũ vị, Nước tương","Da vịt giòn bóng, thơm lá mắc mật đặc trưng vùng núi phía Bắc."
Vietnamese,9fb6e1f3-8de6-44a3-b018-c1d1a2867295,Bánh pía Sóc Trăng (1 phần),Tráng miệng,50.000₫,"Bột mì, Sầu riêng, Đậu xanh, Trứng muối, Đường","Vỏ nhiều lớp mềm thơm, nhân sầu riêng đậu xanh béo bùi."
Vietnamese,a99d03d2-cad2-4089-9aaf-017d7530399e,Chả ram tôm đất,Khai vị,95.000₫,"Tôm đất, bánh tráng, thịt heo, hành tím, tiêu","Cuốn nhỏ vàng giòn, tôm đất ngọt thịt kiểu miền Trung."
Vietnamese,1d218d41-8aa3-4c52-a051-c2775e2f9886,Bánh xèo miền Tây nhân tôm mực,Khai vị,95.000₫,"Bột gạo, Nước cốt dừa, Nghệ, Tôm, Mực, Giá, Rau sống, Nước mắm","Vỏ bánh giòn rụm, nhân hải sản thơm ngọt, cuốn rau chấm mắm."
Vietnamese,0daa33c3-eedf-4c5b-b209-05dea63f51d8,Gỏi xoài cá cơm miền Trung,Khai vị,85.000₫,"Xoài xanh, cá cơm khô, rau răm, đậu phộng, nước mắm chua ngọt","Gỏi xoài giòn chua, cá cơm mặn mà, cân bằng vị chua-cay-ngọt."
Vietnamese,6630832a-505b-46f9-beb3-cdaea4c1d7d5,Bánh xèo miền Tây cuốn rau rừng,Khai vị,110.000₫,"Bột gạo, nghệ, tôm, thịt ba chỉ, giá đỗ, rau rừng, nước mắm","Bánh vàng giòn, thơm nghệ, cuốn rau rừng chấm nước mắm đậm đà."
Vietnamese,7177acba-c1b5-467f-962e-2498e5a8aee8,Chả giò rế tôm đất,Khai vị,95.000₫,"Tôm đất, khoai môn, hành tím, bánh tráng rế, tiêu","Chả giò bọc rế giòn rụm, tôm ngọt, thơm tiêu."
Vietnamese,da60e7a8-dfe5-494e-8878-fd2f0ca96305,Cá nướng trui cuốn bánh tráng,Món chính,210.000₫,"Cá lóc, bánh tráng, bún, rau sống, mắm nêm, khế, chuối chát","Cá nướng trui mộc mạc, cuốn đủ vị chua-chát-thơm, chấm mắm nêm."
Vietnamese,17c0dd82-e8ac-4c9f-956d-422e46bf7467,Bắp xào tép khô,Món phụ,60.000₫,"Bắp hạt, tép khô, hành lá, bơ, tương ớt","Bắp ngọt xào bơ béo, tép khô mằn mặn, thơm hành."
Vietnamese,135eb4bd-5c63-45ad-87c5-c48e3a85c833,Súp hải sản kiểu Nha Trang,Súp,95.000₫,"Tôm, mực, thịt cua, nấm, trứng cút, bột năng","Súp sánh nhẹ, hải sản tươi ngọt, nóng hổi."
Vietnamese,d4f86373-f634-4bdc-882d-e3cb838be13a,Trà atisô đỏ mật ong,Đồ uống,45.000₫,"Atisô đỏ (hibiscus), mật ong, chanh, đá","Chua dịu, thơm hoa quả, giải nhiệt nhẹ nhàng."
Vietnamese,2a2bf555-bcc2-4113-8eab-b2dfb244a60c,Cá kho làng Vũ Đại,Món chính,215.000₫,"Cá trắm, Riềng, Gừng, Nước mắm, Thịt ba chỉ, Tiêu","Kho niêu lâu lửa, thấm vị mặn ngọt, thơm riềng gừng."
Vietnamese,9143ccc3-de64-476f-ace3-be0a62d8ff45,Tôm hấp nước dừa Bến Tre,Món chính,175.000₫,"Tôm, nước dừa tươi, sả, muối, chanh","Tôm ngọt tự nhiên, thơm nhẹ nước dừa, giữ trọn độ mọng."
Vietnamese,ea86de84-e626-41c0-bade-052aa6d94c8a,Rau muống xào tỏi kiểu Bắc,Món phụ,45.000₫,"Rau muống, tỏi, dầu ăn, muối, nước mắm","Xào lửa lớn giòn xanh, tỏi thơm, hợp ăn kèm món mặn."
Vietnamese,a07ac4b2-de18-47bf-bf8d-91704029e21f,Bò kho ăn kèm bánh mì,Súp,85.000₫,"Thịt bò, cà rốt, sả, quế, hoa hồi, nước dừa, bánh mì","Bò hầm mềm, nước kho sánh thơm gia vị, chấm bánh mì nóng."
Vietnamese,a8c35e19-6ce0-4ce4-b187-992fbfa3c661,Cơm lam ống tre chấm muối vừng,Món phụ,55.000₫,"Gạo nếp, ống tre, lá chuối, muối, mè rang","Cơm nếp dẻo thơm mùi tre, ăn kèm muối vừng bùi."
Vietnamese,4704bd0c-b49d-4751-b2a9-99a6160e50fd,Trà sen Tây Hồ ướp hạt sen,Đồ uống,65.000₫,"Trà xanh, hoa sen, hạt sen, mật ong","Trà thơm hương sen thanh tao, uống mát và dịu vị."
Vietnamese,4dccac4c-beba-4dcf-b82c-3c91f1a0a3cc,Chả giò hải sản sốt chua ngọt,Khai vị,89.000₫,"Tôm, Mực, Thịt cua, Bánh tráng, Nấm mèo, Sốt chua ngọt","Cuốn hải sản chiên vàng, chấm sốt chua ngọt cân vị."
Vietnamese,c155ad9e-5841-491b-a7f9-6828caaea1d4,Mì Quảng tôm thịt trứng cút,Món chính,119.000₫,"Tôm, Thịt heo, Trứng cút, Mì Quảng, Đậu phộng, Bánh tráng, Rau sống","Sợi mì vàng, nước nhân sền sệt, ăn kèm bánh tráng giòn."
Vietnamese,dd127684-6835-4e9c-8789-8a41e95db022,Bắp nướng mỡ hành,Món phụ,49.000₫,"Bắp, Mỡ hành, Đậu phộng rang, Nước mắm, Hành lá","Bắp ngọt nướng than, rưới mỡ hành béo thơm, rắc đậu phộng."
Vietnamese,42aba99e-ff4d-461e-9082-3e818343a505,Bún bò Huế tái nạm giò,Món chính,95.000₫,"Bún, bò tái, nạm, giò heo, sả, mắm ruốc, ớt","Nước dùng thơm sả mắm ruốc, vị cay nồng đặc trưng Huế."
Vietnamese,df5ca47b-1d21-4397-ac20-3aa0b44b439e,Cơm lam Tây Bắc ăn kèm muối vừng,Món phụ,45.000₫,"Gạo nếp, ống tre, muối, vừng, lạc","Cơm nếp dẻo thơm mùi tre, chấm muối vừng bùi béo."
Vietnamese,edfa53c0-6c1e-4aee-b7b7-52d98f469fb7,Phở cuốn Ngũ Xã,Khai vị,60.000₫,"Bánh phở bản, thịt bò xào, xà lách, rau thơm, dưa leo, nước chấm","Cuốn thanh nhẹ, thịt bò mềm, chấm nước mắm tỏi ớt thơm nồng."
Vietnamese,55fe3263-b733-4aab-a371-7052400032f8,Súp bào ngư nấm đông trùng,Súp,165.000₫,"Bào ngư, nấm đông trùng, nấm hương, trứng cút, nước dùng gà, bột năng","Súp sánh mịn, vị ngọt thanh, sang trọng với bào ngư và hương nấm."
Vietnamese,a335828b-5690-48d4-8a13-7c21d8bf0ad2,Cá kho tộ riềng sả,Món chính,130.000₫,"Cá basa hoặc cá trê, riềng, sả, nước mắm, tiêu, ớt, nước dừa","Cá kho trong niêu đất thấm gia vị, mặn ngọt đậm đà, ăn với cơm trắng rất bắt."
Vietnamese,3fff5154-e867-48f7-b03b-35cb78a3fa40,Nước sâm thảo mộc Sài Gòn,Đồ uống,32.000₫,"La hán quả, rễ tranh, mía lau, thục địa, bông cúc, đường phèn","Thức uống thảo mộc ngọt thanh, giải khát, thơm mùi thuốc bắc nhẹ."
Vietnamese,12929177-9ddc-4ac8-9cbf-69957161f052,Cá lóc nướng trui cuốn rau,Món chính,185.000₫,"Cá lóc, muối, bánh tráng, bún, rau đồng, mắm nêm","Cá nướng trui thơm khói, thịt ngọt, cuốn bánh tráng chấm mắm nêm."
Vietnamese,5ee423de-4ce5-4eb6-8dc9-ee5783c108bf,Cá lóc nướng trui,Món chính,195.000₫,"Cá lóc, Rau sống, Bún, Bánh tráng, Mỡ hành, Nước mắm me","Cá nướng nguyên con thơm khói, cuốn bánh tráng rau rừng, chấm mắm me."
Vietnamese,5543b44d-d552-4549-9d11-1697a3b8179c,Dưa cải muối xào tóp mỡ,Món phụ,55.000₫,"Dưa cải muối, Tóp mỡ, Hành tím, Tỏi, Ớt","Món phụ đưa cơm, chua mặn hài hòa, thơm béo tóp mỡ."
Vietnamese,8821f591-6415-49f9-b59c-71a143b5df1f,Bánh xèo tôm mực miền Tây,Khai vị,95.000₫,"Bột gạo, nước cốt dừa, tôm, mực, giá, hành lá, rau sống, nước mắm chua ngọt","Bánh vàng giòn, thơm nước cốt dừa, cuốn rau sống đậm chất miền Tây."
Vietnamese,006741f3-c914-4082-8542-a7c0f5b90bcb,Bò né chảo gang Sài Gòn,Món chính,145.000₫,"Thịt bò, pate, trứng ốp la, hành tây, bánh mì, sốt tiêu","Bò áp chảo gang xèo xèo, sốt tiêu thơm nồng, ăn kèm bánh mì nóng."
Vietnamese,c3edd470-21c3-49e5-b24e-23c0e19238fc,Bún chả Hà Nội than hoa,Món chính,120.000₫,"Thịt ba chỉ, thịt nạc vai, bún, rau sống, nước mắm, đu đủ xanh","Chả nướng than hoa dậy mùi, nước chấm hài hòa, chuẩn vị phố cổ."
Vietnamese,b7004ef6-a593-46c8-afc9-9187a947fa74,Cá kho tộ kiểu miền Tây,Món chính,165.000₫,"Cá lóc, nước màu, tiêu, hành, ớt, nước mắm, tóp mỡ","Kho trong tộ đất sánh kẹo, thơm tiêu hành, ăn cực bắt cơm."
Vietnamese,48547c88-b122-489c-8cf7-700e2d865486,Cháo sườn non tiêu xanh,Súp,85.000₫,"Gạo tẻ, sườn non, tiêu xanh, hành lá, gừng","Cháo mịn thơm, sườn mềm, điểm tiêu xanh ấm nồng."
Vietnamese,1b1a69ed-f0cc-4abd-b829-77dfea4b74e8,Thịt heo quay da giòn lá mắc mật Lạng Sơn,Món chính,190.000₫,"Thịt ba chỉ, lá mắc mật, ngũ vị hương, muối, giấm","Da nổ giòn, thịt mềm thơm lá mắc mật, chấm muối tiêu chanh."
Vietnamese,7864bd15-f02e-4c9c-aa87-2a234d29aca6,Cà tím nướng mỡ hành đậu phộng,Món phụ,55.000₫,"Cà tím, mỡ hành, đậu phộng rang, nước mắm, ớt","Cà tím nướng thơm, mỡ hành béo, đậu phộng bùi, ăn kèm cơm hoặc bún đều hợp."
Vietnamese,7bfc0c4c-b14f-41f5-bc8c-55b29729a076,Khoai tây lắc phô mai,Món phụ,55.000₫,"Khoai tây, bột phô mai, bơ, muối, tiêu","Khoai chiên giòn, lắc phô mai béo thơm, phù hợp ăn kèm món chính."
Vietnamese,8d7bd419-2466-4f91-b1d0-0e9949500302,Dưa món chua ngọt Huế,Món phụ,35.000₫,"Cà rốt, củ cải, đu đủ xanh, hành kiệu, nước mắm, đường","Đồ chua giòn, vị mặn ngọt hài hòa giúp cân vị cho món chính."
Vietnamese,107833b5-cb58-4822-b266-1d366751f3ba,Miến gà nấm hương Hà Nội,Súp,70.000₫,"Miến dong, gà ta, nấm hương, hành lá, gừng, nước dùng","Miến trong dai, nước dùng trong ngọt, điểm hương nấm hương."
Vietnamese,83cd49a4-237c-424b-ad9c-4fe1774f0e27,Bánh hỏi lòng heo Bình Định,Món chính,120.000₫,"Bánh hỏi, lòng heo, thịt luộc, rau sống, mỡ hành, nước chấm","Bánh hỏi mềm tơi, lòng heo giòn, chấm mắm nêm hoặc nước mắm tỏi ớt."
Vietnamese,7a2f4d4f-ceb4-4da4-b6d1-7329ec092486,Bánh bột lọc lá Huế (tôm thịt),Khai vị,75.000₫,"Bột năng, tôm, thịt ba chỉ, lá chuối, hành phi, nước mắm","Vỏ trong dai, nhân tôm thịt mằn mặn, thơm hành phi, chuẩn vị Huế."
Vietnamese,4d8c9cdb-8b80-4563-b871-ff443375ec18,Súp hải sản chua cay kiểu Nha Trang,Súp,98.000₫,"Tôm, mực, cá, cà chua, dứa, sa tế, rau thơm","Súp nóng hổi, vị chua cay kích thích, hải sản tươi ngọt."
Vietnamese,73485b7c-0908-4850-9bcc-df0caa437633,Miến gà xé phay Hà Nội,Món chính,95.000₫,"Miến dong, gà ta, nấm hương, hành lá, rau mùi, nước dùng","Nước dùng trong ngọt, gà xé mềm, miến dai nhẹ, thơm rau mùi."
Vietnamese,9909ad6b-c284-41d2-9872-b2f7dde30eaa,Tôm càng rang muối Hạ Long,Món chính,259.000₫,"Tôm càng, muối rang, tỏi, ớt, bơ, hành lá","Tôm chắc ngọt, áo muối rang mặn mà, dậy mùi tỏi bơ."
Vietnamese,b46195fd-3353-4384-9aba-0f821956cd7c,Bánh mì bơ tỏi nướng giòn,Món phụ,39.000₫,"Bánh mì, bơ, tỏi, ngò tây, muối","Bánh mì giòn rụm, bơ tỏi béo thơm, dùng kèm súp hoặc salad."
Vietnamese,c15f3305-b0be-4022-afc1-d82db938d5a7,Cá kho tộ,Món chính,165.000₫,"Cá basa, nước mắm, tiêu, ớt, hành, nước màu, thịt ba chỉ","Kho trong niêu đất, vị mặn ngọt hài hòa, thơm tiêu."
Vietnamese,deff4d55-06d2-4fae-9a81-662b08ef636a,Nộm hoa chuối xứ Huế,Khai vị,70.000₫,"Hoa chuối, tai heo, rau răm, đậu phộng, nước mắm chua ngọt","Giòn mát, chua ngọt hài hòa, điểm hương rau răm đặc trưng."
Vietnamese,ab2eb4e1-228b-4f03-98af-30ee05b56630,Cá lăng kho tộ riềng,Món chính,210.000₫,"Cá lăng, riềng, nước mắm, tiêu, hành tím, ớt","Kho tộ sánh kẹo, thơm riềng, thịt cá chắc, ăn cùng cơm trắng."
Vietnamese,3f47a75a-b777-4eba-aef7-084d861e8cc9,Dưa cải chua muối xổi,Món phụ,35.000₫,"Cải bẹ, muối, tỏi, ớt, đường","Chua giòn nhẹ, giúp cân bằng vị béo và làm món ăn bớt ngấy."
Vietnamese,8bf4cb7e-a25f-4750-a83e-e3a193ac98c5,Gà hấp lá chanh,Món chính,185.000₫,"Gà ta, lá chanh, gừng, hành, muối tiêu chanh","Thịt gà mềm ngọt, thơm lá chanh, chấm muối tiêu chanh."
Vietnamese,8fa6c3f7-f5c6-4686-9af4-26415fcf697a,Nộm hoa chuối miền Bắc,Khai vị,55.000₫,"Hoa chuối, tai heo, rau răm, lạc rang, giấm, tỏi, ớt","Giòn mát, chua nhẹ, thơm rau răm và lạc rang, chuẩn vị Bắc."
Vietnamese,1d3ef80d-533d-4bda-a9cd-5809d320fce8,Cơm chiên Dương Châu,Món phụ,75.000₫,"Cơm, trứng, lạp xưởng, tôm, đậu Hà Lan, cà rốt, hành lá","Hạt cơm tơi, thơm trứng, đầy màu sắc và topping vừa miệng."
Vietnamese,3b892607-af3c-4869-98f8-69347a20ff7e,Súp lơ xanh xay kem hạt điều,Súp,89.000₫,"Súp lơ xanh, hạt điều, sữa tươi, hành tây, bơ, tiêu đen","Súp kem mịn, béo bùi hạt điều, phù hợp thực khách thích vị thanh nhẹ."
Vietnamese,3aa82924-67a4-4cde-a7b0-df6bb08e23bf,Cá nướng trui cuốn lá lốt,Món chính,195.000₫,"Cá đồng, lá lốt, bánh tráng, bún, rau thơm, mắm nêm","Cá nướng trui thơm mùi đồng nội, cuốn lá lốt và chấm mắm nêm đậm đà."
Vietnamese,b8ebd653-0395-4751-b009-5c05003a3f4e,Cải thìa xào dầu hào,Món phụ,70.000₫,"Cải thìa, dầu hào, tỏi, dầu mè, tiêu","Rau xanh giòn ngọt, áo sốt dầu hào thơm tỏi."
Vietnamese,16d18ad8-6aba-46a2-bc2a-c4c78822b404,Bánh phồng tôm Sa Đéc,Món phụ,45.000₫,"Bánh phồng tôm, dầu chiên","Phồng giòn nhẹ, dùng kèm gỏi hoặc món chính."
Vietnamese,2c25032c-e49a-4d72-bf19-d663fac4b071,Gỏi bưởi tôm càng miền Tây,Khai vị,95.000₫,"Bưởi da xanh, tôm càng, rau răm, hành phi, nước mắm chua ngọt","Gỏi thanh mát, vị bưởi thơm quyện tôm ngọt, chua ngọt hài hòa."
Vietnamese,ab7dc44b-ef3a-4539-9df4-884f81d03948,Thịt kho tàu trứng vịt kiểu Nam Bộ,Món chính,135.000₫,"Thịt ba chỉ, trứng vịt, nước dừa, nước mắm, đường thốt nốt","Mềm rục, béo thơm nước dừa, vị mặn ngọt cân bằng."
Vietnamese,3479646c-07ec-4565-a450-7f3377a3d8d0,Nộm bò khô Hà Nội,Khai vị,65.000₫,"Đu đủ xanh, bò khô, rau thơm, lạc rang, giấm, đường, ớt","Nộm chua ngọt, thơm lạc, bò khô đậm vị kiểu phố cổ."
Vietnamese,5488af31-cceb-414d-9355-f20c42c046c5,"Bánh bèo chén Huế (tôm chấy, mỡ hành)",Khai vị,70.000₫,"Bột gạo, Tôm chấy, Da heo chiên giòn, Mỡ hành, Nước mắm chua ngọt","Bánh bèo mềm mịn chuẩn vị Huế, thơm mỡ hành và tôm chấy."
Vietnamese,389142a9-092a-4c4c-9cd8-e18418bb3953,Miến lươn Nghệ An (nước),Súp,105.000₫,"Miến dong, Lươn, Hành tím, Nghệ, Rau răm, Nước dùng xương","Miến thơm dai, lươn xào nghệ dậy mùi, nước dùng ngọt thanh."
